gps,date_carnet,heure_carnet,easting,northing,altitude,espece,signe,type,partie_consommee,nid_arboricoles,nid_terrestres,nombre,foret,age_jours,chef_equipe,equipe,famille_gorille,commentaire
317,2024-12-17,11:55,543146,9852512,708 m,Gorille,Nid,Nuit,,10,3,13,F.P,0,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
318,2024-12-18,10:07,543144,9852498,682 m,Position,Start,,,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
319,2024-12-18,10:15,543257,9852511,671 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
320,2024-12-18,10:23,543334,9852499,665 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
321,2024-12-18,10:37,543522,9852496,679 m,Gorille,Nourriture,Coula edulis,Fruit,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
322,2024-12-18,10:45,543569,9852508,685 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
323,2024-12-18,11:13,543590,9852575,659 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
324,2024-12-18,11:55,543569,9852537,656 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
325,2024-12-18,12:19,543651,9852536,670 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
326,2024-12-18,12:28,543705,9852531,682 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
327,2024-12-18,12:38,543761,9852495,698 m,Gorille,Nid,Nuit,,11,2,13,F.P,0,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
328,2024-12-18,13:21,544298,9852455,788 m,Cercopithecus hamlyni,Vu,,,0,0,4,F.P,0,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
329,2024-12-19,10:31,543755,9852472,740 m,Position,Start,,,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
330,2024-12-19,10:35,543841,9852477,724 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
331,2024-12-19,10:55,543910,9852389,706 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
332,2024-12-19,11:03,543940,9852368,671 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
333,2024-12-19,11:07,543948,9852346,682 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
334,2024-12-19,11:12,543952,9852291,669 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
335,2024-12-19,11:17,543990,9852315,683 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
336,2024-12-19,11:26,544065,9852254,703 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
337,2024-12-19,11:34,544091,9852251,704 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
338,2024-12-19,11:44,544162,9852221,708 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
339,2024-12-19,11:53,544194,9852271,704 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
340,2024-12-19,12:07,544283,9852285,733 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
341,2024-12-19,12:39,544356,9852585,765 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
342,2024-12-19,12:54,544451,9852693,732 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
343,2024-12-19,13:20,544552,9852795,722 m,Gorille,Nid,Nuit,,11,2,13,F.P,0,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
344,2024-12-20,9:51,544543,9852783,586 m,Position,Start,,,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
345,2024-12-20,9:55,544486,9852627,596 m,Gorille,Nourriture,Cissus discolor,Fruit,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
347,2024-12-20,10:05,544495,9852744,596 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
348,2024-12-20,10:08,544410,9852554,599 m,Gorille,Cri,,,0,0,0,F.P,0,P050,"Djuma Nkuba, Nyembo Kamango et 2 Journaliers",Membe,
1,2024-12-11,10:17,568009,9842987,625 m,Position,Start,,,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
2,2024-12-11,10:27,568034,9842914,626 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
3,2024-12-11,10:35,568016,9842894,624 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
5,2024-12-11,10:45,567899,9842794,626 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
6,2024-12-11,10:52,567795,9842724,633 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
7,2024-12-11,10:58,567731,9842692,638 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
8,2024-12-11,11:04,567637,9842693,653 m,Gorille,Nourriture,Cissus discolor,Fruit,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
9,2024-12-11,11:11,567526,9842665,643 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
10,2024-12-11,11:15,567415,9842641,628 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
11,2024-12-11,11:22,567280,9842608,625 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
12,2024-12-11,11:22,567280,9842608,625 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
13,2024-12-11,11:25,567237,9842602,621 m,Gorille,Nourriture,Treculia africana,Fruit,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
14,2024-12-11,11:30,567133,9842623,621 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,3,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
15,2024-12-11,11:36,567133,9842670,620 m,Gorille,Nid,Nuit,,26,7,33,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
16,2024-12-11,11:44,567095,9842708,625 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
17,2024-12-11,11:49,567001,9842720,626 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
19,2024-12-11,12:02,566745,9842724,629 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
20,2024-12-11,12:09,566667,9842702,632 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
21,2024-12-11,12:14,566607,9842789,628 m,Gorille,Nourriture,Ficus sur,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
22,2024-12-11,12:18,566558,9842887,624 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
23,2024-12-11,12:25,566555,9842987,622 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
24,2024-12-11,12:29,566530,9843056,622 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
25,2024-12-11,12:35,566472,9843124,628 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
26,2024-12-11,12:41,566452,9843268,635 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
27,2024-12-11,12:44,566453,9843319,633 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
28,2024-12-11,12:47,566445,9843365,633 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
29,2024-12-11,12:49,566402,9843383,630 m,Gorille,Nourriture,Afro rhaphidophora africana,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
30,2024-12-11,12:55,566325,9843423,626 m,Gorille,Nid,Nuit,,28,6,34,F.P,1,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
31,2024-12-12,9:55,566271,9843454,611 m,Position,Start,,,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
32,2024-12-12,9:56,566331,9843421,611 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
33,2024-12-12,10:03,566297,9843486,618 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
34,2024-12-12,10:08,566253,9843529,621 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
35,2024-12-12,10:11,566241,9843568,624 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
36,2024-12-12,10:16,566256,9843631,630 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
37,2024-12-12,10:19,566239,9843677,629 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
38,2024-12-12,10:24,566256,9843760,627 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
39,2024-12-12,10:28,566158,9843787,624 m,Gorille,Nourriture,Cissus discolor,Fruit,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
40,2024-12-12,10:32,566114,9843875,619 m,Gorille,Nourriture,Cynometra alexandri,Ecorce,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
41,2024-12-12,10:37,566049,9843862,616 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
42,2024-12-12,10:43,566000,9843833,628 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
43,2024-12-12,10:46,565936,9843816,633 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
44,2024-12-12,10:51,565874,9843861,634 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
45,2024-12-12,10:54,565814,9843897,632 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
47,2024-12-12,10:59,565776,9843929,628 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
48,2024-12-12,11:01,565739,9843932,626 m,Gorille,Nid,Nuit,,24,9,33,F.P,1,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
49,2024-12-13,9:58,565737,9843934,640 m,Position,Start,,,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
50,2024-12-13,10:05,565799,9843947,645 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
51,2024-12-13,10:09,565748,9844013,640 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
52,2024-12-13,10:12,565734,9844106,635 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
54,2024-12-13,10:21,565740,9844245,635 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
55,2024-12-13,10:24,565703,9844271,636 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
56,2024-12-13,10:30,565621,9844297,637 m,Gorille,Nourriture,Albizia gummifera,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
57,2024-12-13,10:37,565581,9844298,641 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
59,2024-12-13,10:44,565542,9844370,644 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
60,2024-12-13,10:50,565577,9844466,635 m,Gorille,Nid,Nuit,,29,6,35,F.P,1,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
61,2024-12-14,9:27,565575,9844471,640 m,Position,Start,,,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
62,2024-12-14,9:32,565621,9844513,636 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
63,2024-12-14,9:35,565629,9844547,634 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
64,2024-12-14,9:42,565601,9844576,633 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
65,2024-12-14,9:51,565541,9844576,631 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
66,2024-12-14,9:57,565448,9844590,630 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
67,2024-12-14,10:02,565426,9844614,631 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
68,2024-12-14,10:05,565380,9844643,639 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
69,2024-12-14,10:13,565318,9844612,637 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
70,2024-12-14,10:24,565224,9844633,640 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
71,2024-12-14,10:30,565266,9844712,639 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
72,2024-12-14,10:36,565256,9844790,634 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
73,2024-12-14,10:41,565278,9844812,632 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
74,2024-12-14,10:45,565305,9844857,634 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
75,2024-12-14,10:52,565254,9844917,638 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
76,2024-12-14,10:56,565261,9844957,638 m,Gorille,Nourriture,Alchornea floribunda,Moelle,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
77,2024-12-14,10:59,565272,9844969,639 m,Gorille,Nourriture,Cissus discolor,Fruit,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
78,2024-12-14,11:06,565295,9845034,635 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
79,2024-12-14,11:11,565345,9845049,636 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
80,2024-12-14,11:16,565364,9845021,638 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
81,2024-12-14,11:18,565385,9845014,637 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
82,2024-12-14,11:23,565465,9844993,635 m,Gorille,Nid,Nuit,,30,5,35,F.P,1,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
83,2024-12-15,9:09,565461,9844990,629 m,Position,Start,,,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
84,2024-12-15,9:18,565495,9844975,633 m,Gorille,Nourriture,Cissus discolor,Fruit,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
86,2024-12-15,9:26,565586,9845009,634 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
87,2024-12-15,9:29,565559,9845049,633 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
88,2024-12-15,9:33,565483,9845080,634 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
89,2024-12-15,9:36,565506,9845109,633 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
90,2024-12-15,9:39,565521,9845158,633 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
91,2024-12-15,9:43,565560,9845168,633 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
92,2024-12-15,9:47,565642,9845191,633 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
93,2024-12-15,9:52,565670,9845246,634 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
94,2024-12-15,10:00,565728,9845255,630 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
95,2024-12-15,10:03,565746,9845263,631 m,Gorille,Nourriture,Marantochloa congensis,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
96,2024-12-15,10:10,565706,9845333,631 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
97,2024-12-15,10:30,565647,9845401,636 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
98,2024-12-15,10:35,565673,9845505,644 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
99,2024-12-15,10:42,565732,9845419,640 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
100,2024-12-15,10:50,565680,9845321,633 m,Gorille,Nid,Nuit,,24,10,34,F.P,1,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
101,2024-12-16,9:44,565680,9845320,597 m,Position,Start,,,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
102,2024-12-16,10:05,565784,9845264,621 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P001,"Kitumaine Adjoa, Mungazi Gisha, Matunabo Aluta, Mombe Bumani",Odakifa,
